"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
4298,"0015 N CULVER ST",78800.00,1850.71,1850.71,City,,
4299,"0037 N CULVER ST",65700.00,1935.10,52560.00,288,5256.00,7191.10
4300,"0052 N CULVER ST",137500.00,3226.50,3226.50,City,,
4301,"0110 N CULVER ST",75700.00,2111.94,2111.94,City,,
4302,"0118 N CULVER ST",71900.00,1973.06,1973.06,City,,
4303,"0148 N CULVER ST",72200.00,23052.31,23052.31,City,,
4304,"0218 N CULVER ST",76500.00,25572.62,25572.62,City,,
4306,"0223 N CULVER ST",73400.00,1728.41,1728.41,City,,
4307,"0226 N CULVER ST",79300.00,4641.01,4641.01,City,,
4309,"0015 S CULVER ST",74500.00,1753.29,1753.29,City,,
4310,"0030 S CULVER ST",73900.00,1958.40,1958.40,City,,
4311,"0031 S CULVER ST",63000.00,1670.98,1670.98,City,,
4312,"0058 S CULVER ST",36700.00,176976.11,176976.11,City,,
4313,"0063 S CULVER ST",84400.00,2432.34,38824.00,240,1012.00,3444.34
4314,"0112 S CULVER ST",66300.00,1567.55,1567.55,City,,
4315,"0113 S CULVER ST",97800.00,2450.65,2450.65,City,,
4316,"0119 S CULVER ST",32600.00,971.16,6350.00,58,0.00,971.16
4317,"0122 S CULVER ST",66300.00,94714.59,94714.59,City,,
4318,"0134 S CULVER ST",66300.00,1652.45,1652.45,City,,
4319,"0154 S CULVER ST",73000.00,1507.06,1507.06,City,,
4320,"0501 CUMBERLAND ST",130400.00,73905.31,73905.31,City,,
4321,"0513 CUMBERLAND ST",30000.00,1197.80,12888.00,404,177.00,1374.80
4322,"0535 CUMBERLAND ST",30000.00,73856.40,73856.40,City,,
4323,"0606 CUMBERLAND ST",21000.00,934.48,934.48,City,,
4324,"0615 CUMBERLAND ST",1000.00,4302.92,4302.92,City,,
4325,"0617 CUMBERLAND ST",1000.00,5688.84,5688.84,City,,
4326,"0701 CUMBERLAND ST",45000.00,1432.85,1432.85,City,,
4327,"0711 CUMBERLAND ST",45000.00,2702.91,5888.00,404,0.00,2702.91
4328,"0713 CUMBERLAND ST",3000.00,2127.34,2761.00,479,126.00,2253.34
4329,"0719 CUMBERLAND ST",45000.00,432.64,7500.00,288,0.00,432.64
4330,"0732 CUMBERLAND ST",21000.00,1094.32,1094.32,City,,
4331,"0038 N CURLEY ST",137200.00,3354.03,3354.03,City,,
4332,"0121 N CURLEY ST",79200.00,2045.32,89522.90,240,11568.00,13613.32
4333,"0150 N CURLEY ST",109600.00,2899.62,2899.62,City,,
4334,"0229 N CURLEY ST",129100.00,3300.82,55513.00,240,774.00,4074.82
4335,"0408 N CURLEY ST",86400.00,2446.94,36888.00,404,465.00,2911.94
4337,"0500 N CURLEY ST",34800.00,883.13,883.13,City,,
4338,"0508 N CURLEY ST",40600.00,923.41,923.41,City,,
4339,"0510 N CURLEY ST",40400.00,1030.33,15888.00,404,0.00,1030.33
4340,"0523 N CURLEY ST",13400.00,588.53,588.53,City,,
4341,"0529 N CURLEY ST",40400.00,351.00,21000.00,236,968.00,1319.00
4342,"0532 N CURLEY ST",41000.00,1090.94,1090.94,City,,
4343,"0534 N CURLEY ST",20000.00,566.39,566.39,City,,
4344,"0535 N CURLEY ST",42800.00,862.21,862.21,City,,
4345,"0607 N CURLEY ST",41300.00,1054.59,1054.59,City,,
4346,"0613 N CURLEY ST",41300.00,1054.59,1054.59,City,,
4347,"0616 N CURLEY ST",13400.00,363.26,363.26,City,,
4348,"0702 N CURLEY ST",36000.00,23180.34,23180.34,City,,
4349,"0712 N CURLEY ST",25000.00,618.50,12116.04,301,423.00,1041.50
4350,"0723 N CURLEY ST",12000.00,663.92,8985.56,301,837.00,1500.92
4351,"0811 N CURLEY ST",25000.00,705.18,705.18,City,,
4352,"0815 N CURLEY ST",25000.00,921.75,921.75,City,,
4353,"1203 N CURLEY ST",60600.00,1588.68,32100.00,128,1572.00,3160.68
4354,"1207 N CURLEY ST",40300.00,10986.23,10986.23,City,,
4355,"1208 N CURLEY ST",60100.00,1594.50,1594.50,City,,
4357,"1217 N CURLEY ST",60600.00,1430.96,26688.00,404,489.00,1919.96
4358,"1219 N CURLEY ST",60600.00,2060.96,26688.00,404,489.00,2549.96
4359,"1229 N CURLEY ST",60600.00,1720.63,1720.63,City,,
4361,"0101 S CURLEY ST",179067.00,4405.72,4405.72,City,,
4362,"0635 S CURLEY ST",108200.00,1141.15,75740.00,462,6492.00,7633.15
4363,"0714 S CURLEY ST",185833.00,1088.95,1088.95,City,,
4364,"0718 S CURLEY ST",337700.00,2430.42,2430.42,City,,
4366,"0932 S CURLEY ST",170067.00,4651.97,4651.97,City,,
4367,"1300 CURTAIN AVE",59300.00,744.01,744.01,City,,
4368,"4101 CURTIS AVE",1728300.00,556.49,556.49,City,,
4370,"4118 CURTIS AVE",30000.00,911.63,8999.00,119,0.00,911.63
4371,"4512 CURTIS AVE",30000.00,704.63,704.63,City,,
4372,"4712 CURTIS AVE",69300.00,1631.59,43142.58,240,3084.00,4715.59
4373,"4810 CURTIS AVE",116733.00,1295.40,1295.40,City,,
4374,"4904 CURTIS AVE",84133.00,2373.38,42000.00,540,1669.00,4042.38
4375,"4914 CURTIS AVE",73667.00,21108.57,21108.57,City,,
4376,"5012 CURTIS AVE",74200.00,2128.64,2128.64,City,,
4377,"5102 CURTIS AVE",17267.00,546.07,546.07,City,,
4378,"5202 CUTHBERT AVE",36000.00,893.44,893.44,City,,
4380,"5206 CUTHBERT AVE",36000.00,1859.14,1859.14,City,,
4381,"5207 CUTHBERT AVE",36000.00,1067.00,20088.00,404,1137.00,2204.00
4382,"5209-5211 CUTHBERT AVE",17000.00,660.66,660.66,City,,
4383,"5214> CUTHBERT AVE",36000.00,1067.00,11861.00,326,0.00,1067.00
4384,"5224 CUTHBERT AVE",32400.00,482.07,482.07,City,,
4385,"5313 CUTHBERT AVE",36000.00,1010.41,1010.41,City,,
4387,"5324 CUTHBERT AVE",63333.00,1612.74,27000.00,435,333.00,1945.74
4388,"5334 CUTHBERT AVE",63333.00,1581.12,1581.12,City,,
4389,"5336 CUTHBERT AVE",63333.00,1679.74,1679.74,City,,
4390,"5342 CUTHBERT AVE",63333.00,1462.17,1462.17,City,,
4391,"5349 CUTHBERT AVE",36000.00,847.12,847.12,City,,
4392,"5352 CUTHBERT AVE",63333.00,2301.70,2301.70,City,,
4393,"5356 CUTHBERT AVE",63333.00,504.73,504.73,City,,
4394,"5371 CUTHBERT AVE",4000.00,299.27,299.27,City,,
4396,"1516 CYPRESS ST",12067.00,4375.12,4375.12,City,,
4397,"1524 CYPRESS ST",239033.00,1190.10,114735.84,240,3824.00,5014.10
4398,"1223 N DALLAS ST",3000.00,1048.69,1048.69,City,,
4399,"1408 N DALLAS ST",1000.00,58212.47,58212.47,City,,
4400,"1513 N DALLAS ST",500.00,74052.67,74052.67,City,,
4401,"1522 N DALLAS ST",500.00,77273.82,77273.82,City,,
4402,"1707 N DALLAS ST",25000.00,669.12,669.12,City,,
4403,"1708 N DALLAS ST",25000.00,592.16,600.00,296,0.00,592.16
4404,"1713 N DALLAS ST",25000.00,626.34,626.34,City,,
4405,"1719 N DALLAS ST",8100.00,7404.79,7404.79,City,,
4406,"1734 N DALLAS ST",25000.00,705.18,705.18,City,,
4407,"1739 N DALLAS ST",25000.00,11715.80,11715.80,City,,
4408,"1807 N DALLAS ST",3000.00,4596.29,4596.29,City,,
4409,"1814 N DALLAS ST",3000.00,32080.03,32080.03,City,,
4410,"1821 N DALLAS ST",15000.00,76867.60,76867.60,City,,
4411,"1827 N DALLAS ST",3000.00,277872.08,277872.08,City,,
4412,"1832 N DALLAS ST",3000.00,54999.26,54999.26,City,,
4413,"0503 S DALLAS ST",119400.00,1730.44,78804.00,236,6208.00,7938.44
4415,"0522 S DALLAS ST",135900.00,3592.96,3592.96,City,,
4416,"7604 DANIELS AVE",133567.00,3296.09,3296.09,City,,
4417,"6213 DANVILLE AVE",92600.00,2349.51,2349.51,City,,
4418,"6217 DANVILLE AVE",161600.00,4138.53,4138.53,City,,
4419,"6728 DANVILLE AVE",10500.00,303.58,303.58,City,,
4421,"5204 DARIEN ROAD",128233.00,6189.04,85800.00,462,6901.00,13090.04
4422,"5208 DARIEN ROAD",122133.00,1047.23,1047.23,City,,
4424,"5237 DARIEN ROAD",119833.00,1593.57,1593.57,City,,
4426,"1013 DARLEY AVE",31000.00,827.34,827.34,City,,
4427,"1014 DARLEY AVE",5000.00,549.77,6588.00,404,917.00,1466.77
4428,"1106 DARLEY AVE",31000.00,827.34,827.34,City,,
4429,"1120 DARLEY AVE",31000.00,15606.21,15606.21,City,,
4430,"1121 DARLEY AVE",31000.00,791.22,791.22,City,,
4431,"1202 DARLEY AVE",21000.00,4994.85,4994.85,City,,
4432,"1206 DARLEY AVE",31000.00,728.12,728.12,City,,
4433,"1239 DARLEY AVE",21000.00,862.94,862.94,City,,
4434,"1314 DARLEY AVE",123700.00,2080.67,2080.67,City,,
4435,"1602 DARLEY AVE",15000.00,1212.33,1212.33,City,,
4436,"1614 DARLEY AVE",15000.00,427.69,427.69,City,,
4437,"1617 DARLEY AVE",25000.00,669.12,669.12,City,,
4438,"1621 DARLEY AVE",25000.00,2207.56,15288.00,404,1057.00,3264.56
4439,"1637 DARLEY AVE",25000.00,3851.12,3851.12,City,,
4441,"1671 DARLEY AVE",25000.00,1356.70,15288.00,404,1057.00,2413.70
4442,"1684 DARLEY AVE",25000.00,669.12,669.12,City,,
4443,"1690 DARLEY AVE",3000.00,83857.31,83857.31,City,,
4444,"1695 DARLEY AVE",25000.00,277.81,277.81,City,,
4445,"1704 DARLEY AVE",25000.00,979.10,979.10,City,,
4446,"1714 DARLEY AVE",15000.00,474.60,15288.00,404,1857.00,2331.60
4447,"1741 DARLEY AVE",3000.00,15368.13,15368.13,City,,
4448,"1744 DARLEY AVE",15000.00,1424.19,4650.00,240,0.00,1424.19
4449,"4712 DARTFORD AVE",92500.00,2660.80,79853.65,288,8570.00,11230.80
4450,"0912 DARTMOUTH ROAD",128500.00,1503.28,1503.28,City,,
4451,"5400 DAYWALT AVE",135567.00,3204.68,3204.68,City,,
4453,"5937 DAYWALT AVE",121800.00,2848.22,2848.22,City,,
4455,"0711 DEACONHILL CT",60000.00,1856.09,1856.09,City,,
4457,"0105 S DEAN ST",24800.00,294.20,294.20,City,,
4461,"0407-409 S DEAN ST",84500.00,1367.21,1367.21,City,,
4463,"1401 DECATUR ST",295500.00,13815.88,220000.00,180,20360.00,34175.88
4464,"1420 DECATUR ST",166900.00,2112.99,2112.99,City,,
4465,"1448 DECATUR ST",185433.00,994.21,994.21,City,,
4469,"0106 N DECKER AVE",111700.00,2954.94,2954.94,City,,
4470,"0123 N DECKER AVE",116900.00,1600.76,1600.76,City,,
4471,"0130 N DECKER AVE",109200.00,2991.18,2991.18,City,,
4472,"0149 N DECKER AVE",106900.00,2928.42,2928.42,City,,
4473,"0161 N DECKER AVE",114300.00,3130.34,3130.34,City,,
4476,"0523 N DECKER AVE",41000.00,114356.15,114356.15,City,,
4477,"0531 N DECKER AVE",40400.00,957.40,957.40,City,,
4478,"0603 N DECKER AVE",41900.00,1114.70,1114.70,City,,
4479,"1201 N DECKER AVE",72600.00,7648.49,18673.00,148,0.00,7648.49
4480,"1218 N DECKER AVE",61000.00,1772.20,26888.00,404,497.00,2269.20
4482,"1228 N DECKER AVE",24000.00,894.72,894.72,City,,
4483,"1405 N DECKER AVE",78800.00,9113.55,40655.50,301,1827.00,10940.55
4484,"1407 N DECKER AVE",81200.00,2088.52,50344.00,240,3572.00,5660.52
4485,"1413 N DECKER AVE",40000.00,1359.16,22000.00,288,1200.00,2559.16
4486,"1414 N DECKER AVE",81500.00,2350.40,50530.00,288,3586.00,5936.40
4487,"1419 N DECKER AVE",79200.00,2098.12,2098.12,City,,
4488,"1426 N DECKER AVE",78800.00,1079.56,1079.56,City,,
4489,"1429 N DECKER AVE",77400.00,9103.27,9103.27,City,,
4490,"1500 N DECKER AVE",87100.00,2605.36,2605.36,City,,
4491,"1515 N DECKER AVE",45000.00,1260.07,1260.07,City,,
4492,"0705 S DECKER AVE",174367.00,4596.15,140000.00,462,14050.00,18646.15
4493,"0820 S DECKER AVE",295867.00,1690.76,1690.76,City,,
4494,"4021 DEEPWOOD ROAD",153700.00,2387.32,2387.32,City,,
4495,"1012 DEER RIDGE DR UNIT 2",137400.00,3632.56,3632.56,City,,
4497,"2200 DEERFERN CRESNT",122533.00,2868.72,2868.72,City,,
4499,"1925 DEERING AVE",58400.00,1429.82,1429.82,City,,
4500,"1928 DEERING AVE",43300.00,1451.64,1451.64,City,,
4501,"2003 DEERING AVE",40000.00,1064.58,1064.58,City,,
4502,"2026 DEERING AVE",62900.00,1515.97,1515.97,City,,
4503,"1214 DELBERT AVE",106200.00,2809.96,2809.96,City,,
4505,"1254 DELBERT AVE",200300.00,1307.13,1307.13,City,,
4506,"1301 DELLWOOD AVE",380900.00,6648.10,126001.00,372,0.00,6648.10
4508,"2803 DELMONT AVE",94800.00,1065.36,1065.36,City,,
4509,"3604 DELVERNE ROAD",142000.00,2977.35,2977.35,City,,
4510,"3605 DELVERNE ROAD",147000.00,3463.71,3463.71,City,,
4511,"3612 DELVERNE ROAD",139600.00,3073.10,3073.10,City,,
4514,"0111 DENISON ST",16600.00,4765.10,15181.06,301,1708.00,6473.10
4515,"0116 DENISON ST",89267.00,2073.14,2073.14,City,,
4516,"0118 DENISON ST",92133.00,2191.87,2191.87,City,,
4517,"0123 DENISON ST",88733.00,1078.53,1078.53,City,,
4519,"0139 DENISON ST",85033.00,2251.86,2251.86,City,,
4520,"0201 DENISON ST",79900.00,1864.92,1864.92,City,,
4521,"0207 DENISON ST",81500.00,1327.37,1327.37,City,,
4522,"0226 DENISON ST",85900.00,2274.72,2274.72,City,,
4524,"0401 DENISON ST",66500.00,10707.42,11111.00,77,0.00,10707.42
4525,"0411 DENISON ST",68800.00,7042.88,7042.88,City,,
4526,"0412 DENISON ST",65700.00,7313.07,13000.00,324,0.00,7313.07
4527,"0413 DENISON ST",64833.00,1840.36,1840.36,City,,
4528,"0503 DENISON ST",72933.00,7008.18,9508.00,77,0.00,7008.18
4529,"0514 DENISON ST",76467.00,2612.37,2612.37,City,,
4530,"0523 DENISON ST",16500.00,10838.38,10838.38,City,,
4531,"0606 DENISON ST",17000.00,399.29,10278.57,301,695.00,1094.29
4532,"0611 DENISON ST",17000.00,483.17,483.17,City,,
4533,"0620 DENISON ST",5667.00,7443.74,7443.74,City,,
4534,"0628 DENISON ST",17000.00,45098.76,45098.76,City,,
4535,"0705 DENISON ST",64800.00,1718.44,1718.44,City,,
4536,"0707 DENISON ST",64800.00,2767.45,2767.45,City,,
4537,"0709 DENISON ST",64800.00,13998.48,15022.00,77,0.00,13998.48
4538,"0721 DENISON ST",84300.00,1980.00,42500.00,462,1756.00,3736.00
4539,"2125 DENISON ST",190500.00,41003.59,41003.59,City,,
4540,"2431 DENISON ST",104400.00,58982.62,58982.62,City,,
4541,"2433 DENISON ST",32900.00,20104.44,20104.44,City,,
4542,"2603 DENISON ST",108000.00,2146.82,64749.00,236,4309.00,6455.82
4543,"2605 DENISON ST",111000.00,2936.50,2936.50,City,,
4544,"2801 DENISON ST",192300.00,5475.88,123400.00,180,9296.00,14771.88
4545,"5014 DENMORE AVE",38367.00,980.70,980.70,City,,
4547,"5019 DENMORE AVE",5000.00,69646.63,69646.63,City,,
4548,"5021 DENMORE AVE",5000.00,92101.49,92101.49,City,,
4549,"5201 DENMORE AVE",4000.00,50224.36,50224.36,City,,
4550,"5207 DENMORE AVE",17000.00,2100.82,2100.82,City,,
4551,"5228 DENMORE AVE",36000.00,845.55,20088.00,404,1137.00,1982.55
4552,"5230 DENMORE AVE",36000.00,1010.41,1010.41,City,,
4553,"5231 DENMORE AVE",26000.00,913.15,913.15,City,,
4554,"5233 DENMORE AVE",50700.00,1212.99,13198.41,300,0.00,1212.99
4555,"5302 DENMORE AVE",17000.00,483.17,483.17,City,,
4557,"5326 DENMORE AVE",4000.00,200284.31,200284.31,City,,
4558,"5335 DENMORE AVE",17000.00,48992.32,48992.32,City,,
4559,"5347 DENMORE AVE",17000.00,399.29,7088.00,404,57.00,456.29
4560,"5400 DENMORE AVE",26000.00,732.92,732.92,City,,
4561,"5402 DENMORE AVE",1333.00,30786.44,30786.44,City,,
4562,"5412 DENMORE AVE",4000.00,43085.38,43085.38,City,,
4563,"3408 DENNLYN ROAD",177200.00,4211.37,4211.37,City,,
4564,"3410 DENNLYN ROAD",190700.00,1378.18,1378.18,City,,
4565,"3414 DENNLYN ROAD",155700.00,3364.55,93420.00,240,6228.00,9592.55
4566,"3504 DENNLYN ROAD",153100.00,1358.98,1358.98,City,,
4567,"3700 DENNLYN ROAD",157600.00,3300.87,3300.87,City,,
4568,"5717 DENWOOD AVE",115333.00,2701.62,2701.62,City,,
4569,"4571 DERBY MANOR DR",99467.00,2223.85,2223.85,City,,
4570,"4572 DERBY MANOR DR",93633.00,2349.26,2349.26,City,,
4571,"4576 DERBY MANOR DR",122833.00,1456.43,1456.43,City,,
4572,"0903 DESOTO ROAD",134900.00,3973.35,56250.00,77,458.00,4431.35
4573,"0905 DESOTO ROAD",122300.00,1539.97,1539.97,City,,
4574,"1001 DESOTO ROAD",105700.00,925.48,925.48,City,,
4575,"1011 DESOTO ROAD",72400.00,1846.13,50000.00,462,4208.00,6054.13
4576,"1013 DESOTO ROAD",78600.00,1986.83,1986.83,City,,
4577,"1019 DESOTO ROAD",122100.00,3090.26,3090.26,City,,
4578,"1125 DESOTO ROAD",1428700.00,13102.28,13102.28,City,,
4579,"1215-1221 DESOTO ROAD",1315867.00,13909.48,13909.48,City,,
4580,"1511 DESOTO ROAD",63400.00,1492.65,1492.65,City,,
4581,"1803 DESOTO ROAD",61300.00,1497.77,1497.77,City,,
4582,"6601 DETROIT AVE",141200.00,3554.90,91780.00,240,7060.00,10614.90
4583,"3408 DEVONSHIRE DR",143400.00,1799.41,1799.41,City,,
4584,"3505 DEVONSHIRE DR",139500.00,3019.97,3019.97,City,,
4585,"4313 DEWEY AVE",164567.00,2108.77,2108.77,City,,
4586,"4334 DEWEY AVE",154300.00,3824.13,3824.13,City,,
4587,"0317 DIAMOND ST",30000.00,800.98,800.98,City,,
4588,"3027 DILLON ST",452800.00,5364.11,5364.11,City,,
4589,"3100-3102 DILLON ST",109733.00,2836.15,2836.15,City,,
4590,"1213 DIVISION ST",25000.00,669.12,669.12,City,,
4591,"1215 DIVISION ST",12000.00,326.38,326.38,City,,
4592,"1305 DIVISION ST",12000.00,323.50,323.50,City,,
4593,"1307 DIVISION ST",12000.00,638.38,638.38,City,,
4594,"1313 DIVISION ST",25000.00,1077.18,1077.18,City,,
4595,"1329 DIVISION ST",45000.00,660.07,660.07,City,,
4596,"1332 DIVISION ST",36000.00,280.27,280.27,City,,
4597,"1624 DIVISION ST",25000.00,705.18,705.18,City,,
4598,"1627 DIVISION ST",25000.00,32410.35,32410.35,City,,
4599,"1628 DIVISION ST",25000.00,1077.18,1077.18,City,,
4600,"1630 DIVISION ST",25000.00,29497.93,29497.93,City,,
4601,"1631 DIVISION ST",3000.00,521.53,521.53,City,,
4602,"1801 DIVISION ST",3000.00,28657.76,28657.76,City,,
4603,"1802 DIVISION ST",3000.00,51635.55,51635.55,City,,
4605,"1837 DIVISION ST",30000.00,876.37,876.37,City,,
4606,"1905 DIVISION ST",30000.00,800.98,800.98,City,,
4607,"1906 DIVISION ST",25000.00,761.66,761.66,City,,
4608,"1911 DIVISION ST",30000.00,1047.17,1047.17,City,,
4609,"1913 DIVISION ST",30000.00,2476.72,2476.72,City,,
4610,"1916 DIVISION ST",25000.00,669.12,669.12,City,,
4611,"2004 DIVISION ST",25000.00,739.92,739.92,City,,
4612,"2021 DIVISION ST",30000.00,1994.97,1994.97,City,,
4613,"2027 DIVISION ST",30000.00,1197.80,12500.00,540,100.00,1297.80
4614,"2035 DIVISION ST",3000.00,14280.45,14280.45,City,,
4615,"2043 DIVISION ST",30000.00,685.92,685.92,City,,
4616,"2102 DIVISION ST",3000.00,621.63,621.63,City,,
4617,"2112 DIVISION ST",3000.00,506.50,506.50,City,,
4619,"2121 DIVISION ST",30000.00,832.78,832.78,City,,
4620,"2122 DIVISION ST",30000.00,871.78,871.78,City,,
4621,"2128 DIVISION ST",30000.00,832.78,832.78,City,,
4622,"2132 DIVISION ST",30000.00,832.78,832.78,City,,
4623,"2136 DIVISION ST",3000.00,1253.52,1253.52,City,,
4624,"2137 DIVISION ST",3000.00,777.99,777.99,City,,
4625,"2204 DIVISION ST",1000.00,1408.36,1408.36,City,,
4626,"2220 DIVISION ST",1000.00,1408.36,1408.36,City,,
4627,"2228 DIVISION ST",1000.00,1408.60,1408.60,City,,
4628,"2321 DIVISION ST",1000.00,1845.13,1845.13,City,,
4629,"2101 DOBLER AVE",229100.00,5710.00,5710.00,City,,
4630,"1242 DOCKSIDE CIR",1033133.00,18863.93,18863.93,City,,
4631,"1252 DOCKSIDE CIR",625600.00,14645.43,14645.43,City,,
4632,"3330 DOLFIELD AVE",145300.00,3642.39,3642.39,City,,
4633,"3519-3527 DOLFIELD AVE",336900.00,3137.72,165081.00,462,6064.00,9201.72
4634,"3628 DOLFIELD AVE",102800.00,2816.54,2816.54,City,,
4635,"3700 DOLFIELD AVE",135500.00,1005.83,1005.83,City,,
4636,"3724 DOLFIELD AVE",145400.00,3611.92,3611.92,City,,
4637,"3734 DOLFIELD AVE",47100.00,2890.85,2890.85,City,,
4638,"3736 DOLFIELD AVE",138500.00,1923.52,1923.52,City,,
4639,"3752 DOLFIELD AVE",124900.00,1864.74,66520.00,288,3312.00,5176.74
4640,"3802 DOLFIELD AVE",128167.00,3198.97,78894.00,236,5525.00,8723.97
4641,"3805 DOLFIELD AVE",136500.00,1492.03,1492.03,City,,
4642,"3840 DOLFIELD AVE",138500.00,1275.76,1275.76,City,,
4643,"3844 DOLFIELD AVE",130533.00,1885.62,86152.00,236,6787.00,8672.62
4644,"3924 DOLFIELD AVE",112600.00,1167.65,69795.00,236,4951.00,6118.65
4645,"3936 DOLFIELD AVE",117800.00,12963.66,12963.66,City,,
4646,"0236 DOLPHIN LANE",381800.00,1273.62,1273.62,City,,
4647,"0701 DOLPHIN ST",12000.00,53077.42,53077.42,City,,
4649,"0710 DOLPHIN ST",12000.00,476.74,476.74,City,,
4650,"0732 DOLPHIN ST",45000.00,1114.67,1114.67,City,,
4651,"0739 DOLPHIN ST",45000.00,1161.99,1161.99,City,,
4652,"0746 DOLPHIN ST",25000.00,725.46,725.46,City,,
4653,"0749 DOLPHIN ST",12000.00,498.86,498.86,City,,
4654,"0752 DOLPHIN ST",12000.00,830.18,830.18,City,,
4655,"3302 DORCHESTER ROAD",173700.00,1938.59,1938.59,City,,
4656,"3309 DORCHESTER ROAD",234800.00,4418.53,138109.00,264,8837.00,13255.53
4657,"3310 DORCHESTER ROAD",195600.00,5003.33,111000.00,320,6552.00,11555.33
4659,"3710 DORCHESTER ROAD",68400.00,1901.50,1901.50,City,,
4660,"3802 DORCHESTER ROAD",187000.00,4097.56,4097.56,City,,
4661,"3910 DORCHESTER ROAD",171800.00,4897.58,107745.00,67,7805.00,12702.58
4662,"4006 DORCHESTER ROAD",133600.00,1148.93,1148.93,City,,
4663,"4011 DORCHESTER ROAD",172600.00,4560.54,4560.54,City,,
4664,"4103 DORIS AVE",57500.00,11508.99,11510.00,77,0.00,11508.99
4666,"4127 DORIS AVE",56900.00,1564.10,1564.10,City,,
4667,"3203 DORITHAN ROAD",142600.00,1452.70,93503.00,236,7292.00,8744.70
4669,"3231 DORITHAN ROAD",146200.00,2877.21,2877.21,City,,
4670,"3235 DORITHAN ROAD",142600.00,1334.65,1334.65,City,,
4671,"3239 DORITHAN ROAD",144700.00,1725.00,1725.00,City,,
4672,"3302 DORITHAN ROAD",158100.00,1964.88,104346.00,236,8221.00,10185.88
4673,"3306 DORITHAN ROAD",143000.00,3913.42,3913.42,City,,
4674,"3310 DORITHAN ROAD",164300.00,4341.74,4341.74,City,,
4675,"3314 DORITHAN ROAD",143000.00,4085.20,70382.00,67,2636.00,6721.20
4676,"0630 DOVER ST",65633.00,1902.94,65633.00,462,7875.00,9777.94
4677,"0638 DOVER ST",171033.00,4352.85,4352.85,City,,
4678,"0730 DOVER ST",155867.00,4119.44,4119.44,City,,
4679,"0732 DOVER ST",140000.00,3701.06,3701.06,City,,
4680,"1808 DOVER ST",5667.00,3937.32,3937.32,City,,
4681,"1813 DOVER ST",5667.00,16747.14,16747.14,City,,
4682,"1816 DOVER ST",5667.00,6159.38,6159.38,City,,
4683,"1822 DOVER ST",23000.00,1186.36,5500.00,540,0.00,1186.36
4684,"1830 DOVER ST",5667.00,3406.13,3508.00,404,20.00,3426.13
4685,"5247 DOWNING ROAD",239367.00,2036.11,2036.11,City,,
4686,"0742 DR. BENJAMIN QUARLES PL",10200.00,434.92,434.92,City,,
4687,"0764 DR. BENJAMIN QUARLES PL",68400.00,1927.13,36474.80,19,1822.00,3749.13
4688,"0314 DREW ST",91700.00,2164.58,2164.58,City,,
4689,"0334 DREW ST",85400.00,2261.60,2261.60,City,,
4690,"0457 DREW ST",84600.00,1493.83,1493.83,City,,
4691,"0514 DRUID HILL AVE",112600.00,2862.06,2862.06,City,,
4692,"0718 DRUID HILL AVE",1000.00,2366.79,2366.79,City,,
4693,"1200 DRUID HILL AVE",25000.00,739.92,739.92,City,,
4694,"1206 DRUID HILL AVE",12000.00,920.47,920.47,City,,
4695,"1208 DRUID HILL AVE",12000.00,747.67,747.67,City,,
4696,"1210 DRUID HILL AVE",12000.00,967.00,967.00,City,,
4697,"1216 DRUID HILL AVE",45000.00,3841.32,3841.32,City,,
4698,"1226 DRUID HILL AVE",45000.00,1260.07,1260.07,City,,
4699,"1326 DRUID HILL AVE",12000.00,533.61,533.61,City,,
4700,"1402 DRUID HILL AVE",3000.00,584.93,584.93,City,,
4701,"1534 DRUID HILL AVE",60000.00,1741.15,1741.15,City,,
4702,"1629 DRUID HILL AVE",71600.00,3874.61,3874.61,City,,
4703,"1701 DRUID HILL AVE",60000.00,2048.35,2048.35,City,,
4704,"1705 DRUID HILL AVE",60000.00,1799.28,1799.28,City,,
4705,"1710 DRUID HILL AVE",3000.00,39987.11,39987.11,City,,
4706,"1719 DRUID HILL AVE",3000.00,1071.74,1071.74,City,,
4707,"1723 DRUID HILL AVE",25000.00,93693.65,93693.65,City,,
4708,"1803 DRUID HILL AVE",30000.00,984.37,984.37,City,,
4709,"1812 DRUID HILL AVE",30000.00,915.97,915.97,City,,
4710,"1816 DRUID HILL AVE",3000.00,57732.37,57732.37,City,,
4711,"1821 DRUID HILL AVE",30000.00,800.98,800.98,City,,
4712,"1827 DRUID HILL AVE",3000.00,77143.21,77143.21,City,,
4713,"1828 DRUID HILL AVE",3000.00,3324.41,3324.41,City,,
4714,"1845 DRUID HILL AVE",30000.00,900.54,900.54,City,,
4715,"1915 DRUID HILL AVE",30000.00,652.36,652.36,City,,
4716,"1944 DRUID HILL AVE",1000.00,210093.36,210093.36,City,,
4717,"2018 DRUID HILL AVE",30000.00,401.30,401.30,City,,
4719,"2024 DRUID HILL AVE",30000.00,316.00,316.00,City,,
4720,"2028 DRUID HILL AVE",3000.00,16697.98,16697.98,City,,
4721,"2117 DRUID HILL AVE",1000.00,8288.31,8288.31,City,,
4722,"2118 DRUID HILL AVE",150000.00,4304.91,4304.91,City,,
4723,"2121 DRUID HILL AVE",1000.00,7374.10,7374.10,City,,
4724,"2123 DRUID HILL AVE",70200.00,4648.61,4648.61,City,,
