"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
3250,"1437-1439 N CENTRAL AVE",17600.00,60834.83,60834.83,City,,
3258,"3609 CENTRE PL",67500.00,97451.93,97451.93,City,,
3267,"4916 CHALGROVE AVE",36000.00,53692.90,53692.90,City,,
3281,"1501> N CHAPEL ST",1000.00,105108.00,105108.00,City,,
3285,"1718 N CHAPEL ST",4000.00,61196.11,61196.11,City,,
3286,"1805 N CHAPEL ST",15000.00,10479.56,10479.56,City,,
3289,"1826 N CHAPEL ST",15000.00,5257.04,5257.04,326,0.00,5257.04
3451,"1525 E CHASE ST",7000.00,49404.84,49404.84,City,,
3460,"2300 E CHASE ST",15000.00,6299.17,6299.17,326,0.00,6299.17
3475,"2735 E CHASE ST",19000.00,22462.07,22462.07,City,,
3477,"2809 E CHASE ST",1000.00,55042.92,55042.92,City,,
3501,"1908 CHELSEA ROAD",60800.00,60913.03,60913.03,City,,
3512,"2601 CHELSEA TERR",219800.00,103975.39,103975.39,City,,
3525,"0600 CHERATON ROAD",36000.00,18000.33,18000.33,City,,
3538,"0517 CHERRY HILL ROAD",36000.00,15187.79,15187.79,City,,
3580,"1415 N CHESTER ST",1000.00,52072.64,52072.64,City,,
3586,"1750 N CHESTER ST",4000.00,142500.06,142500.06,City,,
3665,"1922 CHRISTIAN ST",6000.00,3827.11,3827.11,City,,
3668,"1934 CHRISTIAN ST",5000.00,11236.59,11236.59,City,,
3669,"2002 CHRISTIAN ST",1000.00,152986.61,152986.61,City,,
3670,"2004 CHRISTIAN ST",1000.00,109259.37,109259.37,City,,
3672,"2015 CHRISTIAN ST",1000.00,155422.11,155422.11,City,,
3673,"2021 CHRISTIAN ST",5000.00,11919.54,11919.54,City,,
3674,"2023 CHRISTIAN ST",15000.00,15719.01,15719.01,City,,
3677,"2028 CHRISTIAN ST",1000.00,68230.62,68230.62,City,,
3679,"2123 CHRISTIAN ST",5000.00,21898.78,21898.78,City,,
3680,"2125 CHRISTIAN ST",5000.00,11150.64,11150.64,City,,
3681,"2204 CHRISTIAN ST",15000.00,3530.75,3530.75,City,,
3683,"2213 CHRISTIAN ST",5000.00,11624.01,11624.01,City,,
3686,"2221 CHRISTIAN ST",5000.00,34437.57,34437.57,City,,
3689,"2225 CHRISTIAN ST",5000.00,47721.95,47721.95,City,,
3691,"2229 CHRISTIAN ST",5000.00,725.99,725.99,503,0.00,725.99
3693,"2417 CHRISTIAN ST",4333.00,56132.12,56132.12,City,,
3759,"0600 CLAYMONT AVE",5667.00,15461.21,15461.21,City,,
3760,"0606 CLAYMONT AVE",5667.00,29642.80,29642.80,City,,
3821,"2019 CLIFTON AVE",14100.00,4104.23,4104.23,City,,
3823,"2026 CLIFTON AVE",6000.00,5394.12,5394.12,City,,
3847,"3800 CLIFTON AVE",3900.00,24899.93,24899.93,City,,
3882,"2028 CLIFTWOOD AVE",25000.00,22264.11,22264.11,City,,
4045,"2624 COLE ST",4333.00,54693.42,54693.42,City,,
4066,"0523 N COLLINGTON AVE",5100.00,15770.80,15770.80,City,,
4081,"1119 N COLLINGTON AVE",1000.00,67740.57,67740.57,City,,
4088,"1815 N COLLINGTON AVE",11000.00,14557.11,14557.11,City,,
4091,"1840 N COLLINGTON AVE",4000.00,2781.13,2781.13,City,,
4095,"1905 N COLLINGTON AVE",3000.00,49822.27,49822.27,City,,
4101,"1947 N COLLINGTON AVE",3000.00,106388.12,106388.12,City,,
4102,"1951 N COLLINGTON AVE",15000.00,104551.78,104551.78,City,,
4103,"1957 N COLLINGTON AVE",3000.00,55274.26,55274.26,City,,
4104,"1967 N COLLINGTON AVE",15000.00,86241.32,86241.32,City,,
4125,"0226 S COLLINS AVE",93600.00,3511.06,3511.06,407,0.00,3511.06
4206,"3461 COTTAGE AVE",3000.00,31081.11,31081.11,City,,
4218,"3828 COTTAGE AVE",30000.00,38286.65,38286.65,City,,
4292,"1701 CRYSTAL AVE",8100.00,539112.67,539112.67,City,,
4293,"1713 CRYSTAL AVE",8100.00,15128.39,15128.39,City,,
4304,"0218 N CULVER ST",76500.00,25572.62,25572.62,City,,
4320,"0501 CUMBERLAND ST",130400.00,73905.31,73905.31,City,,
4324,"0615 CUMBERLAND ST",1000.00,4302.92,4302.92,City,,
4325,"0617 CUMBERLAND ST",1000.00,5688.84,5688.84,City,,
4348,"0702 N CURLEY ST",36000.00,23180.34,23180.34,City,,
4354,"1207 N CURLEY ST",40300.00,10986.23,10986.23,City,,
4375,"4914 CURTIS AVE",73667.00,21108.57,21108.57,City,,
4396,"1516 CYPRESS ST",12067.00,4375.12,4375.12,City,,
4399,"1408 N DALLAS ST",1000.00,58212.47,58212.47,City,,
4405,"1719 N DALLAS ST",8100.00,7404.79,7404.79,City,,
4407,"1739 N DALLAS ST",25000.00,11715.80,11715.80,City,,
4409,"1814 N DALLAS ST",3000.00,32080.03,32080.03,City,,
4410,"1821 N DALLAS ST",15000.00,76867.60,76867.60,City,,
4411,"1827 N DALLAS ST",3000.00,277872.08,277872.08,City,,
4412,"1832 N DALLAS ST",3000.00,54999.26,54999.26,City,,
4429,"1120 DARLEY AVE",31000.00,15606.21,15606.21,City,,
4443,"1690 DARLEY AVE",3000.00,83857.31,83857.31,City,,
4447,"1741 DARLEY AVE",3000.00,15368.13,15368.13,City,,
4476,"0523 N DECKER AVE",41000.00,114356.15,114356.15,City,,
4530,"0523 DENISON ST",16500.00,10838.38,10838.38,City,,
4534,"0628 DENISON ST",17000.00,45098.76,45098.76,City,,
4540,"2431 DENISON ST",104400.00,58982.62,58982.62,City,,
4541,"2433 DENISON ST",32900.00,20104.44,20104.44,City,,
4557,"5326 DENMORE AVE",4000.00,200284.31,200284.31,City,,
4558,"5335 DENMORE AVE",17000.00,48992.32,48992.32,City,,
4561,"5402 DENMORE AVE",1333.00,30786.44,30786.44,City,,
4681,"1813 DOVER ST",5667.00,16747.14,16747.14,City,,
4682,"1816 DOVER ST",5667.00,6159.38,6159.38,City,,
4745,"2353 DRUID HILL AVE",80200.00,8565.62,8565.62,City,,
4750,"2458 DRUID HILL AVE",54200.00,119767.41,119767.41,City,,
4805,"0801 N DUKELAND ST",5667.00,9194.06,9194.06,City,,
4807,"0811 N DUKELAND ST",14000.00,11907.73,11907.73,City,,
4808,"0904 N DUKELAND ST",14000.00,54039.58,54039.58,City,,
4819,"1700 N DUKELAND ST",7000.00,139737.24,139737.24,City,,
4855,"2647 DULANY ST",5000.00,6463.90,6463.90,City,,
4858,"2666 DULANY ST",4333.00,36937.41,36937.41,City,,
4870,"0654 DUMBARTON AVE",107800.00,49080.26,49080.26,City,,
4903,"1614 N DURHAM ST",1000.00,38910.80,38910.80,City,,
4904,"1624 N DURHAM ST",1000.00,66367.15,66367.15,City,,
4905,"1628 N DURHAM ST",1000.00,55067.43,55067.43,City,,
4966,"1840 EAGLE ST",6300.00,46104.80,46104.80,City,,
4970,"2023 EAGLE ST",1000.00,240692.74,240692.74,City,,
4972,"2037 EAGLE ST",15000.00,18621.58,18621.58,City,,
4973,"2104 EAGLE ST",15000.00,13319.83,13319.83,City,,
4978,"2210 EAGLE ST",15000.00,10913.80,10913.80,City,,
4991,"0433 N EAST AVE",14433.00,8574.93,8574.93,408,0.00,8574.93
4999,"0607 N EAST AVE",14100.00,5452.76,5452.76,City,,
5013,"0514 EAST LYNNE AVE",17667.00,22030.02,22030.02,City,,
5106,"1212 N EDEN ST",1000.00,1826.43,1826.43,City,,
5115,"2909 EDGECOMBE CIRCLE NORTH",19000.00,9240.22,9240.22,354,0.00,9240.22
5124,"4921 EDGEMERE AVE",20000.00,84813.12,84813.12,City,,
5126,"4934 EDGEMERE AVE",38367.00,61621.28,61621.28,City,,
5130,"4967 EDGEMERE AVE",20000.00,44602.98,44602.98,City,,
5166,"0504 N EDGEWOOD ST",77133.00,49207.60,49207.60,City,,
5229,"1818 EDMONDSON AVE",16033.00,42963.88,42963.88,City,,
5231,"1824 EDMONDSON AVE",1000.00,87408.12,87408.12,City,,
5233,"1826 EDMONDSON AVE",1000.00,107351.12,107351.12,City,,
5236,"1832 EDMONDSON AVE",1000.00,56461.34,56461.34,City,,
5239,"1904 EDMONDSON AVE",4333.00,5260.15,5260.15,City,,
5242,"1925 EDMONDSON AVE",1000.00,82162.04,82162.04,City,,
5243,"1926 EDMONDSON AVE",1000.00,10294.06,10294.06,City,,
5248,"1955 EDMONDSON AVE",1000.00,96663.45,96663.45,City,,
5249,"2004 EDMONDSON AVE",4600.00,21393.14,21393.14,City,,
5250,"2006 EDMONDSON AVE",2100.00,9925.57,9925.57,City,,
5251,"2008 EDMONDSON AVE",2100.00,9637.59,9637.59,City,,
5252,"2010 EDMONDSON AVE",2900.00,10363.81,10363.81,City,,
5253,"2012 EDMONDSON AVE",2900.00,12353.93,12353.93,City,,
5257,"2024-2026 EDMONDSON AVE",39567.00,37790.82,37790.82,City,,
5258,"2031 EDMONDSON AVE",6333.00,22109.30,22109.30,City,,
5259,"2032-2034 EDMONDSON AVE",14100.00,64663.95,64663.95,City,,
5260,"2035 EDMONDSON AVE",6333.00,71642.39,71642.39,City,,
5263,"2105 EDMONDSON AVE",6333.00,9662.87,9662.87,City,,
5283,"2529 EDMONDSON AVE",11900.00,15966.40,15966.40,City,,
5288,"2567 EDMONDSON AVE",11700.00,19911.22,19911.22,City,,
5290,"2570 EDMONDSON AVE",63167.00,11879.81,11879.81,City,,
5291,"2576 EDMONDSON AVE",62267.00,21362.26,21362.26,City,,
5292,"2579 EDMONDSON AVE",11900.00,18866.74,18866.74,City,,
5300,"2706 EDMONDSON AVE",7000.00,14720.62,14720.62,City,,
5306,"2746 EDMONDSON AVE",5667.00,8515.00,8515.00,City,,
5312,"3014 EDMONDSON AVE",52167.00,36427.27,36427.27,City,,
5313,"3016 EDMONDSON AVE",19700.00,115198.28,115198.28,City,,
5316,"3030 EDMONDSON AVE",64367.00,14160.89,14160.89,City,,
5325,"3409 EDMONDSON AVE",15800.00,3740.75,3740.75,City,,
5370,"3938 EDNOR ROAD",19300.00,14925.77,14925.77,City,,
5439,"1533 N ELLAMONT ST",5667.00,51850.13,51850.13,City,,
5445,"1735 N ELLAMONT ST",15000.00,10106.96,10106.96,City,,
5469,"0975 ELLICOTT DR",58733.00,17252.54,17252.54,City,,
5475,"2818 ELLICOTT DR",15000.00,140776.36,140776.36,City,,
5479,"0935 ELLICOTT DRIVEWAY",60200.00,58471.71,58471.71,City,,
5482,"1028 ELLICOTT DRIVEWAY",29000.00,22920.25,22920.25,City,,
5528,"1241 N ELLWOOD AVE",77800.00,27683.47,27683.47,City,,
5554,"5003 ELMER AVE",7333.00,1672.36,1672.36,City,,
5557,"3208 ELMLEY AVE",62800.00,19403.39,19403.39,City,,
5619,"1413 ELMTREE ST",30000.00,10826.26,10826.26,550,0.00,10826.26
5623,"1510 ELMTREE ST",78400.00,8321.65,8321.65,City,,
5626,"1526 ELMTREE ST",2900.00,90419.51,90419.51,City,,
5644,"2200 ELSINORE AVE",90800.00,92574.91,92574.91,City,,
5645,"2201 ELSINORE AVE",7000.00,161851.02,161851.02,City,,
5664,"3311 ENGLISH CONSUL AVE",52900.00,83250.12,83250.12,City,,
5717,"3614 ESTHER PL",74000.00,122808.45,122808.45,City,,
5865,"3625 FAIRHAVEN AVE",30000.00,8676.62,8676.62,City,,
5957,"1936 W FAIRMOUNT AVE",5000.00,26968.14,26968.14,City,,
5965,"2128 W FAIRMOUNT AVE",3000.00,1570.74,1570.74,493,0.00,1570.74
5972,"2524 W FAIRMOUNT AVE",15800.00,7824.90,7824.90,295,0.00,7824.90
5974,"2541 W FAIRMOUNT AVE",6000.00,33137.88,33137.88,City,,
5977,"2563 W FAIRMOUNT AVE",5000.00,47745.32,47745.32,City,,
5987,"2751 W FAIRMOUNT AVE",30000.00,10962.56,10962.56,City,,
5989,"3305 FAIRVIEW AVE",8100.00,121929.21,121929.21,City,,
5993,"3604 FAIRVIEW AVE",8600.00,9316.38,9316.38,City,,
5997,"3618 FAIRVIEW AVE",7500.00,357763.67,357763.67,City,,
5998,"3621 FAIRVIEW AVE",9000.00,405446.52,405446.52,City,,
6010,"4151 FAIRVIEW AVE",94000.00,26347.66,26347.66,City,,
6109,"1817 W FAYETTE ST",1000.00,119585.29,119585.29,City,,
6125,"2108 W FAYETTE ST",10200.00,28914.25,28914.25,City,,
6142,"2326 W FAYETTE ST",3000.00,14117.19,14117.19,City,,
6157,"2564 W FAYETTE ST",30000.00,3392.73,3392.73,493,0.00,3392.73
6160,"3803 FEAR AVE",8100.00,596.39,596.39,City,,
6173,"1503 E FEDERAL ST",8100.00,14577.07,14577.07,City,,
6175,"1518 E FEDERAL ST",1000.00,1513158.35,1513158.35,City,,
6179,"1614 E FEDERAL ST",8100.00,15084.26,15084.26,City,,
6209,"2503 E FEDERAL ST",15000.00,6699.77,6699.77,City,,
6328,"2537 FLORA ST",1400.00,30211.67,30211.67,City,,
6331,"5209 FLORENCE AVE",17000.00,11057.85,11057.85,City,,
6348,"0357 FONTHILL AVE",16333.00,11697.22,11697.22,City,,
6379,"3504 W FOREST PARK AVE",156300.00,30066.38,30066.38,City,,
6486,"1016 W FRANKLIN ST",3200.00,20637.40,20637.40,City,,
6488,"1042 W FRANKLIN ST",4000.00,18478.58,18478.58,City,,
6489,"1104 W FRANKLIN ST",5000.00,58811.24,58811.24,City,,
6490,"1120 W FRANKLIN ST",16200.00,5554.24,5554.24,453,0.00,5554.24
6491,"1210 W FRANKLIN ST",4000.00,4175.97,4175.97,City,,
6492,"1422 W FRANKLIN ST",1000.00,35198.81,35198.81,City,,
6493,"1602 W FRANKLIN ST",1000.00,11318.96,11318.96,City,,
6496,"1708 W FRANKLIN ST",3000.00,77216.44,77216.44,City,,
6497,"1722 W FRANKLIN ST",1000.00,10983.77,10983.77,City,,
6498,"1808 W FRANKLIN ST",1000.00,61112.31,61112.31,City,,
6499,"1834 W FRANKLIN ST",6333.00,936.28,936.28,98,0.00,936.28
6500,"1916 W FRANKLIN ST",6333.00,24981.73,24981.73,City,,
6501,"1918 W FRANKLIN ST",6333.00,23555.66,23555.66,City,,
6505,"1942 W FRANKLIN ST",6333.00,99978.44,99978.44,City,,
6519,"3700 W FRANKLIN ST",96233.00,23072.27,23072.27,City,,
6524,"4021 W FRANKLIN ST",61233.00,2372.74,2372.74,46,0.00,2372.74
6528,"0601 N FRANKLINTOWN ROAD",1000.00,62477.30,62477.30,City,,
6529,"0607 N FRANKLINTOWN ROAD",1000.00,63978.97,63978.97,City,,
6530,"0615 N FRANKLINTOWN ROAD",5667.00,5547.99,5547.99,City,,
6531,"0623 N FRANKLINTOWN ROAD",5667.00,57186.08,57186.08,City,,
6546,"0107 S FRANKLINTOWN ROAD",5000.00,19727.89,19727.89,City,,
6547,"0119 S FRANKLINTOWN ROAD",1000.00,100210.68,100210.68,City,,
6548,"0123 S FRANKLINTOWN ROAD",1000.00,82830.79,82830.79,City,,
6562,"2110 FREDERICK AVE",17900.00,2766.43,2766.43,City,,
6568,"2240 FREDERICK AVE",1000.00,82383.40,82383.40,City,,
6583,"2615 FREDERICK AVE",17667.00,16531.78,16531.78,City,,
6587,"2801 FREDERICK AVE",45067.00,45108.58,45108.58,City,,
6590,"2828 FREDERICK AVE",16333.00,16180.56,16180.56,City,,
6637,"0410 FREEMAN ST",4000.00,351.55,351.55,503,0.00,351.55
6639,"0707 N FREMONT AVE",1000.00,121548.48,121548.48,City,,
6641,"0724 N FREMONT AVE",5000.00,40011.20,40011.20,City,,
6643,"0727 N FREMONT AVE",1000.00,14991.12,14991.12,City,,
6646,"0810 N FREMONT AVE",1000.00,7036.34,7036.34,City,,
6647,"0812 N FREMONT AVE",1000.00,6944.83,6944.83,City,,
6648,"0814 N FREMONT AVE",4000.00,6992.75,6992.75,City,,
6675,"0117 N FULTON AVE",3000.00,146198.60,146198.60,City,,
6676,"0119 N FULTON AVE",3000.00,39181.42,39181.42,City,,
6679,"0223 N FULTON AVE",10200.00,117265.38,117265.38,City,,
6680,"0225 N FULTON AVE",10200.00,67242.41,67242.41,City,,
6681,"0235 N FULTON AVE",1000.00,117106.46,117106.46,City,,
6685,"0252 N FULTON AVE",2000.00,44817.02,44817.02,City,,
6692,"0329 N FULTON AVE",2000.00,53564.56,53564.56,City,,
6693,"0330 N FULTON AVE",1000.00,74222.81,74222.81,City,,
6694,"0331 N FULTON AVE",2000.00,109665.59,109665.59,City,,
6696,"0522 N FULTON AVE",6333.00,52452.09,52452.09,City,,
6697,"0527 N FULTON AVE",3000.00,85820.83,85820.83,City,,
6700,"0537 N FULTON AVE",1000.00,73675.40,73675.40,City,,
6704,"0629 N FULTON AVE",16033.00,29200.38,29200.38,City,,
6706,"0643 N FULTON AVE",1000.00,124689.23,124689.23,City,,
6713,"0805 N FULTON AVE",5000.00,784.61,784.61,348,0.00,784.61
6717,"0830 N FULTON AVE",1000.00,6038.81,6038.81,City,,
6718,"0832 N FULTON AVE",1000.00,5857.30,5857.30,City,,
6738,"1420 N FULTON AVE",1000.00,7047.66,7047.66,City,,
6759,"1701 N FULTON AVE",1000.00,68225.03,68225.03,City,,
6798,"0204 S FULTON AVE",5667.00,71412.85,71412.85,City,,
6814,"0402 S FULTON AVE",5667.00,8543.54,8543.54,City,,
6821,"0628 S FULTON AVE",5700.00,295383.17,295383.17,City,,
6828,"0206 FURROW ST",25000.00,53457.58,53457.58,City,,
6835,"0314 FURROW ST",5000.00,8030.58,8030.58,City,,
6836,"0316 FURROW ST",5000.00,26079.45,26079.45,City,,
6845,"0424 FURROW ST",6000.00,2474.86,2474.86,City,,
6846,"0438 FURROW ST",5000.00,10766.74,10766.74,City,,
6847,"0441 FURROW ST",5000.00,10665.20,10665.20,City,,
6893,"3115 W GARRISON AVE",3667.00,16848.14,16848.14,City,,
6901,"3614 W GARRISON AVE",20000.00,18350.10,18350.10,City,,
6915,"2303 GARRISON BLVD",4500.00,7400.47,7400.47,City,,
6936,"3820 GARRISON BLVD",179700.00,108825.34,108825.34,City,,
6937,"3910 GARRISON BLVD",141800.00,34515.75,34515.75,City,,
7029,"1101 N GILMOR ST",1000.00,17991.22,17991.22,City,,
7031,"1142 N GILMOR ST",1000.00,132469.39,132469.39,City,,
7038,"1644 N GILMOR ST",45000.00,19208.31,19208.31,City,,
7141,"0616 GLENOLDEN AVE",5667.00,7185.44,7185.44,City,,
7167,"0609 N GLOVER ST",10200.00,2599.26,2599.26,City,,
7215,"0039 GORMAN AVE",3000.00,5453.64,5453.64,326,0.00,5453.64
7221,"0064 GORMAN AVE",10200.00,1908.14,1908.14,336,0.00,1908.14
7240,"1646 GORSUCH AVE",15000.00,44780.96,44780.96,City,,
7284,"2906 GRANTLEY AVE",30000.00,16882.96,16882.96,City,,
7344,"2101 GREENMOUNT AVE",1000.00,25640.22,25640.22,City,,
7353,"2430 GREENMOUNT AVE",1000.00,8072.10,8072.10,City,,
7358,"2522 GREENMOUNT AVE",300800.00,190368.53,190368.53,City,,
7363,"2612 GREENMOUNT AVE",2300.00,264244.50,264244.50,City,,
7364,"2616 GREENMOUNT AVE",2300.00,93837.95,93837.95,City,,
7478,"2225 GUILFORD AVE",75000.00,132424.21,132424.21,City,,
7505,"0650 GUTMAN AVE",1000.00,88031.02,88031.02,City,,
7506,"0652 GUTMAN AVE",1000.00,8298.69,8298.69,City,,
7513,"0348 GWYNN AVE",71900.00,42732.68,42732.68,City,,
7588,"2653 HAFER ST",16200.00,12723.53,12723.53,City,,
7687,"3652 S HANOVER ST",40000.00,12293.60,12293.60,City,,
7715,"2124 HARFORD ROAD",1000.00,130911.57,130911.57,City,,
7720,"2139 HARFORD ROAD",3000.00,4106.07,4106.07,474,0.00,4106.07
7804,"0916 HARLEM AVE",5000.00,17246.63,17246.63,City,,
7817,"1203 HARLEM AVE",1000.00,31384.02,31384.02,City,,
7818,"1603 HARLEM AVE",1000.00,130755.88,130755.88,City,,
7819,"1607 HARLEM AVE",1000.00,94592.63,94592.63,City,,
7820,"1701 HARLEM AVE",1000.00,15693.35,15693.35,City,,
7822,"1705 HARLEM AVE",5000.00,17388.17,17388.17,City,,
7825,"1715 HARLEM AVE",5000.00,14569.91,14569.91,City,,
7826,"1724 HARLEM AVE",1000.00,54851.32,54851.32,City,,
7830,"1838 HARLEM AVE",1000.00,11278.40,11278.40,City,,
7832,"1917 HARLEM AVE",4333.00,66230.19,66230.19,City,,
7835,"1930 HARLEM AVE",4333.00,29482.63,29482.63,City,,
7838,"2005 HARLEM AVE",4333.00,11943.26,11943.26,City,,
7841,"2029 HARLEM AVE",4333.00,38762.28,38762.28,City,,
7842,"2033 HARLEM AVE",4333.00,9073.13,9073.13,City,,
7843,"2035 HARLEM AVE",4333.00,34950.09,34950.09,City,,
7844,"2036 HARLEM AVE",14000.00,49856.20,49856.20,City,,
7845,"2042 HARLEM AVE",4333.00,52291.59,52291.59,City,,
7846,"2045 HARLEM AVE",1000.00,17460.94,17460.94,City,,
7852,"2424 HARLEM AVE",85900.00,110707.28,110707.28,City,,
7868,"2752 HARLEM AVE",5667.00,18999.32,18999.32,City,,
7877,"3024 HARLEM AVE",59167.00,25704.99,25704.99,City,,
7878,"3034 HARLEM AVE",17700.00,55834.63,55834.63,City,,
7881,"3037 HARLEM AVE",17500.00,156660.74,156660.74,City,,
7897,"0210 HARMISON ST",5000.00,11627.87,11627.87,City,,
7915,"6624 HARTWAIT ST",61000.00,65036.80,65036.80,City,,
7977,"3812 HAYWARD AVE",63333.00,84840.80,84840.80,City,,
7987,"1517 HAZEL ST",12067.00,33367.62,33367.62,City,,
8013,"1921 HERBERT ST",5000.00,543.58,543.58,City,,
8014,"1933 HERBERT ST",5000.00,403.20,403.20,City,,
8022,"2315 HERKIMER ST",38000.00,24342.28,24342.28,City,,
8078,"2827 HILLDALE AVE",50100.00,7982.76,7982.76,46,0.00,7982.76
8080,"2902 HILLDALE AVE",50100.00,75299.70,75299.70,City,,
8140,"0208 N HILTON ST",22800.00,162978.50,162978.50,City,,
8158,"0013 S HILTON ST",14600.00,2146.84,2146.84,City,,
8162,"0118 S HILTON ST",14200.00,86381.61,86381.61,City,,
8223,"1532 HOLBROOK ST",25000.00,21069.42,21069.42,City,,
8242,"2109 HOLLINS FERRY ROAD",38000.00,24235.49,24235.49,City,,
8243,"2125 HOLLINS FERRY ROAD",20000.00,7393.91,7393.91,City,,
8244,"2201 HOLLINS FERRY ROAD",42000.00,17187.52,17187.52,148,0.00,17187.52
8272,"1901 HOLLINS ST",3000.00,25488.73,25488.73,City,,
8273,"1917 HOLLINS ST",1000.00,23996.64,23996.64,City,,
8274,"1919 HOLLINS ST",1000.00,27101.16,27101.16,City,,
8276,"1934 HOLLINS ST",3000.00,26113.60,26113.60,City,,
8291,"2162 HOLLINS ST",10200.00,1996.61,1996.61,City,,
8292,"2164 HOLLINS ST",3000.00,4165.04,4165.04,City,,
8317,"0700 HOMESTEAD ST",170000.00,40442.99,40442.99,City,,
8325,"0927 HOMESTEAD ST",1900.00,906.19,906.19,City,,
8334,"1362 HOMESTEAD ST",1000.00,75795.63,75795.63,City,,
8335,"1447 HOMESTEAD ST",1000.00,84890.60,84890.60,City,,
8342,"1712 HOMESTEAD ST",17000.00,16322.54,16322.54,City,,
8381,"3563 HORTON AVE",40000.00,31821.71,31821.71,City,,
8410,"0325 N HOWARD ST",378467.00,81902.76,81902.76,City,,
8476,"2405 HURON ST",41100.00,322581.65,322581.65,City,,
8478,"2512 HURON ST",55400.00,28736.30,28736.30,City,,
8528,"0022 IRON AL",80000.00,2302.89,2302.89,288,0.00,2302.89
8554,"0816 JACK ST",18800.00,50744.34,50744.34,City,,
8555,"0820 JACK ST",56400.00,111440.09,111440.09,City,,
8557,"0834 JACK ST",17600.00,29526.71,29526.71,City,,
8572,"3032 JANICE AVE",55200.00,21268.31,21268.31,372,0.00,21268.31
8584,"2117-2119 JEFFERSON ST",30000.00,36850.24,36850.24,City,,
8594,"2504 JEFFERSON ST",7000.00,96815.52,96815.52,City,,
8595,"2506 JEFFERSON ST",7000.00,13725.54,13725.54,City,,
8596,"2508 JEFFERSON ST",7000.00,23466.41,23466.41,City,,
8605,"0839 E JEFFREY ST",50867.00,64031.45,64031.45,City,,
8646,"4613 KAVON AVE",24400.00,15138.76,15138.76,City,,
8661,"1906 KENNEDY AVE",12000.00,14028.10,14028.10,City,,
8662,"1911 KENNEDY AVE",1000.00,140713.10,140713.10,City,,
8663,"1912 KENNEDY AVE",1000.00,28717.33,28717.33,City,,
8664,"1922 KENNEDY AVE",1000.00,84398.68,84398.68,City,,
8665,"2000 KENNEDY AVE",12000.00,13683.47,13683.47,City,,
8754,"3211 KENYON AVE",73300.00,49041.98,49041.98,City,,
8831,"2913 KEYWORTH AVE",50100.00,26293.29,26293.29,City,,
8909,"0153 S KOSSUTH ST",2400.00,28196.81,28196.81,City,,
8911,"0157 S KOSSUTH ST",4700.00,13634.88,13634.88,City,,
8922,"1311 KUPER ST",25000.00,17250.93,17250.93,City,,
8936,"1226 E LAFAYETTE AVE",1000.00,2417.53,2417.53,City,,
8947,"1506 E LAFAYETTE AVE",1000.00,165961.15,165961.15,City,,
8949,"1600 E LAFAYETTE AVE",1000.00,593439.56,593439.56,City,,
9005,"1330 W LAFAYETTE AVE",5667.00,7050.23,7050.23,City,,
9006,"1337 W LAFAYETTE AVE",5000.00,24081.31,24081.31,City,,
9008,"1619 W LAFAYETTE AVE",1000.00,42633.37,42633.37,City,,
9009,"1621 W LAFAYETTE AVE",1000.00,26267.60,26267.60,City,,
9010,"1623 W LAFAYETTE AVE",1000.00,80123.24,80123.24,City,,
9012,"1627 W LAFAYETTE AVE",1000.00,122799.11,122799.11,City,,
9013,"1629 W LAFAYETTE AVE",1000.00,181154.48,181154.48,City,,
9014,"1639 W LAFAYETTE AVE",1000.00,78511.20,78511.20,City,,
9015,"1641 W LAFAYETTE AVE",1000.00,86358.74,86358.74,City,,
9046,"2736 W LAFAYETTE AVE",7000.00,38426.01,38426.01,City,,
9047,"2738 W LAFAYETTE AVE",5667.00,93246.98,93246.98,City,,
9049,"2740 W LAFAYETTE AVE",5667.00,53506.25,53506.25,City,,
9050,"2750 W LAFAYETTE AVE",5667.00,59087.46,59087.46,City,,
9051,"2754 W LAFAYETTE AVE",5667.00,127309.79,127309.79,City,,
9052,"2803 W LAFAYETTE AVE",17000.00,35663.00,35663.00,City,,
9056,"2906 W LAFAYETTE AVE",18933.00,79112.30,79112.30,City,,
9136,"1413 E LANVALE ST",5000.00,44862.35,44862.35,City,,
9141,"1502 E LANVALE ST",8100.00,5520.96,5520.96,City,,
9142,"1504 E LANVALE ST",8100.00,29235.33,29235.33,City,,
9149,"1624 E LANVALE ST",8100.00,25317.82,25317.82,City,,
9151,"1629 E LANVALE ST",25000.00,94944.70,94944.70,City,,
9174,"1001 W LANVALE ST",1667.00,40579.49,40579.49,City,,
9176,"1003 W LANVALE ST",1667.00,152973.31,152973.31,City,,
9179,"1026 W LANVALE ST",11100.00,8782.21,8782.21,City,,
9185,"1502 W LANVALE ST",5000.00,27602.43,27602.43,City,,
9186,"1504 W LANVALE ST",5000.00,130980.54,130980.54,City,,
9189,"1518 W LANVALE ST",1000.00,115662.96,115662.96,City,,
9190,"1530 W LANVALE ST",5000.00,74581.31,74581.31,City,,
9191,"1532 W LANVALE ST",36000.00,14358.76,14358.76,City,,
9192,"1600 W LANVALE ST",1000.00,121515.29,121515.29,City,,
9193,"1620 W LANVALE ST",1000.00,9061.43,9061.43,City,,
9194,"1623 W LANVALE ST",1000.00,125827.42,125827.42,City,,
9198,"1805 W LANVALE ST",1000.00,6428.96,6428.96,City,,
9201,"1820 W LANVALE ST",1000.00,24951.72,24951.72,City,,
